,Year_Rank,Title,Worldwide_Gross,Domestic,Percent_Domestic,Foreign,Percent_Foreign,Year,Domestic Distributor,Domestic Opening,Budget,Earliest Release Date,MPAA,Running Time,Genres,"
                        IMDbPro
                    "
679,683,Off Season,"$12,544","$12,544",100%,-,-,2019,"Indican PicturesSee full company information

","$2,536",,"March 15, 2019
            (Domestic)",,1 hr 26 min,"Drama
    
        Thriller","See more details at IMDbPro

"
680,684,Bricked,"$12,201","$12,201",100%,-,-,2019,"GathrFilmsSee full company information

",,,"January 24, 2019
            (Domestic)",,1 hr 32 min,Drama,"See more details at IMDbPro

"
681,685,Zen for Nothing,"$12,107","$12,107",100%,-,-,2019,"Zeitgeist FilmsSee full company information

","$1,268",,"March 29, 2019
            (Domestic)",,1 hr 40 min,Documentary,"See more details at IMDbPro

"
682,686,Imprisoned,"$12,050","$12,050",100%,-,-,2019,"Cinema Libre StudioSee full company information

","$4,381",,"September 13, 2019
            (Domestic)",R,1 hr 44 min,"Drama
    
        Thriller","See more details at IMDbPro

"
683,687,Quartet,"$12,042","$12,042",100%,-,-,2019,"Cohen Media GroupSee full company information

","$5,150",,"May 3, 2019
            (Domestic)",,1 hr 41 min,"Drama
    
        Romance","See more details at IMDbPro

"
684,688,"Cassandro, The Exotico!","$11,897","$11,897",100%,-,-,2019,"Film MovementSee full company information

","$2,269",,"July 19, 2019
            (Domestic)",,1 hr 13 min,Documentary,"See more details at IMDbPro

"
685,689,Hollywould,"$11,888","$11,888",100%,-,-,2019,"Indican PicturesSee full company information

","$5,290",,"November 15, 2019
            (Domestic)",,1 hr 30 min,"Crime
    
        Mystery
    
        Thriller","See more details at IMDbPro

"
686,690,In Like Flynn,"$11,255","$11,255",100%,-,-,2019,"Blue Fox EntertainmentSee full company information

","$6,646",,"January 25, 2019
            (Domestic)",R,1 hr 46 min,"Action
    
        Adventure","See more details at IMDbPro

"
687,691,Made Me Do It,"$11,151","$11,151",100%,-,-,2019,"Indican PicturesSee full company information

","$3,842",,"April 12, 2019
            (Domestic)",,1 hr 30 min,"Drama
    
        Fantasy
    
        Horror
    
        Thriller","See more details at IMDbPro

"
688,692,Suburban Birds,"$10,997","$10,997",100%,-,-,2019,"The Cinema GuildSee full company information

","$3,207",,"April 5, 2019
            (Domestic)",,1 hr 58 min,Drama,"See more details at IMDbPro

"
689,693,16 Bars,"$10,985","$10,985",100%,-,-,2019,"Lightyear EntertainmentSee full company information

","$2,662",,"November 8, 2019
            (Domestic)",,1 hr 34 min,Documentary,"See more details at IMDbPro

"
690,694,If the Dancer Dances,"$10,912","$10,912",100%,-,-,2019,"Monument ReleasingSee full company information

","$5,000",,"April 26, 2019
            (Domestic)",,1 hr 30 min,Documentary,"See more details at IMDbPro

"
691,695,Vision Portraits,"$10,771","$10,771",100%,-,-,2019,Stimulus Pictures,,,"August 9, 2019
            (Domestic)",,1 hr 18 min,Documentary,"See more details at IMDbPro

"
692,696,Intuitions,"$10,606","$10,606",100%,-,-,2019,"Indican PicturesSee full company information

","$3,407",,"October 25, 2019
            (Domestic)",,1 hr 30 min,"Romance
    
        Thriller","See more details at IMDbPro

"
693,697,When Lambs Become Lions,"$10,197","$9,337",91.6%,$860,8.4%,2019,"OscilloscopeSee full company information

","$3,155",,"November 22, 2019
            (Domestic)",,1 hr 19 min,Documentary,"See more details at IMDbPro

"
694,698,Olivia,"$9,934","$9,934",100%,-,-,2019,"Icarus FilmsSee full company information

","$3,948",,"August 16, 2019
            (Domestic)",,1 hr 35 min,"Comedy
    
        Drama","See more details at IMDbPro

"
695,699,Streetwise,"$9,904","$9,904",100%,-,-,2019,"Janus FilmsSee full company information

","$5,006",,"July 19, 2019
            (Domestic)",,1 hr 31 min,"Documentary
    
        Drama","See more details at IMDbPro

"
696,700,The Spanish Prisoner 2019 Re-release,"$9,589","$9,589",100%,-,-,2019,"Sony Pictures ClassicsSee full company information

","$124,011",,"April 3, 1998
            (Domestic)",PG,1 hr 50 min,"Drama
    
        Mystery
    
        Thriller","See more details at IMDbPro

"
697,702,A Dark Place,"$9,212",-,-,"$9,212",100%,2019,"Shout! FactorySee full company information

",,,"April 12, 2019
            (Domestic)",,1 hr 29 min,"Mystery
    
        Thriller","See more details at IMDbPro

"
698,703,Cracked Up,"$9,197","$9,197",100%,-,-,2019,"AbramoramaSee full company information

","$5,310",,"September 13, 2019
            (Domestic)",,1 hr 35 min,Documentary,"See more details at IMDbPro

"
699,704,The Hottest August,"$9,163","$9,163",100%,-,-,2019,"Grasshopper FilmSee full company information

","$3,883",,"November 15, 2019
            (Domestic)",,1 hr 34 min,Documentary,"See more details at IMDbPro

"
700,705,Frantz Fanon: Black Skin White Mask,"$9,025","$9,025",100%,-,-,2019,"Film MovementSee full company information

","$3,278",,"March 15, 2019
            (Domestic)",,1 hr 10 min,"Biography
    
        Documentary","See more details at IMDbPro

"
701,706,The Meanest Man in Texas,"$8,850","$8,850",100%,-,-,2019,"Ammo ContentSee full company information

","$5,750",,"May 17, 2019
            (Domestic)",,1 hr 45 min,"Biography
    
        Drama
    
        History","See more details at IMDbPro

"
702,707,That Part Feeling - the Universe of Arvo Part,"$8,812","$8,812",100%,-,-,2019,"Film MovementSee full company information

",,,"June 3, 2019
            (Domestic)",,1 hr 15 min,Documentary,"See more details at IMDbPro

"
703,708,Dosed,"$8,643",-,-,"$8,643",100%,2019,"AbramoramaSee full company information

",,,"October 31, 2019
            (Australia)",,1 hr 22 min,Documentary,"See more details at IMDbPro

"
704,709,The Dead Center,"$8,320","$8,320",100%,-,-,2019,"Arrow FilmsSee full company information

","$5,325",,"October 11, 2019
            (Domestic)",,1 hr 32 min,"Horror
    
        Mystery
    
        Thriller","See more details at IMDbPro

"
705,710,The Etruscan Smile 2019 release,"$8,213","$8,213",100%,-,-,2019,,,,"April 4, 2019
            (United Arab Emirates)",R,1 hr 47 min,Drama,"See more details at IMDbPro

"
706,711,Angels Are Made Of Light,"$7,919","$7,919",100%,-,-,2019,"Grasshopper FilmSee full company information

","$1,707",,"July 26, 2019
            (Domestic)",,1 hr 57 min,Documentary,"See more details at IMDbPro

"
707,712,This Magnificent Cake!,"$7,888","$7,888",100%,-,-,2019,"GKIDSSee full company information

",$991,,"March 1, 2019
            (Domestic)",,44 min,"Animation
    
        Comedy
    
        Drama
    
        Family
    
        History
    
        Mystery
    
        Short","See more details at IMDbPro

"
708,713,Ghost Fleet,"$7,850","$7,850",100%,-,-,2019,"AbramoramaSee full company information

",,,"June 7, 2019
            (Domestic)",,1 hr 30 min,Documentary,"See more details at IMDbPro

"
709,714,The Plagiarists,"$7,768","$7,768",100%,-,-,2019,KimStim,"$4,577",,"June 28, 2019
            (Domestic)",,1 hr 16 min,Drama,"See more details at IMDbPro

"
710,715,Gregory's Girl,"$7,710","$7,710",100%,-,-,2019,"Film MovementSee full company information

","$4,185",,"October 4, 2019
            (Domestic)",,1 hr 31 min,"Comedy
    
        Drama
    
        Romance","See more details at IMDbPro

"
711,716,I'll Take Your Dead,"$7,692","$7,692",100%,-,-,2019,Breakthrough Entertainment Inc.,"$1,963",,"July 5, 2019
            (Domestic)",,1 hr 23 min,Horror,"See more details at IMDbPro

"
712,717,Beloved Beast,"$7,301","$7,301",100%,-,-,2019,"Indican PicturesSee full company information

","$3,894",,"October 11, 2019
            (Domestic)",,2 hr 53 min,Horror,"See more details at IMDbPro

"
713,718,Going Attractions: The Definitive Story of the Movie Palace,"$6,763","$6,763",100%,-,-,2019,Passion River,$803,,"October 24, 2019
            (Domestic)",,1 hr 24 min,"Documentary
    
        Family
    
        History","See more details at IMDbPro

"
714,719,Dying to Survive 2019 Re-release,"$6,752","$6,752",100%,-,-,2019,,,,"July 5, 2018
            (China)",,1 hr 57 min,"Comedy
    
        Drama","See more details at IMDbPro

"
715,720,Spiral Farm,"$6,517","$6,517",100%,-,-,2019,"Indican PicturesSee full company information

","$5,475",,"December 13, 2019
            (Domestic)",,1 hr 25 min,Drama,"See more details at IMDbPro

"
716,721,Under the Eiffel Tower,"$6,291","$6,291",100%,-,-,2019,"The OrchardSee full company information

","$3,957",,"February 8, 2019
            (Domestic)",,1 hr 27 min,"Comedy
    
        Romance","See more details at IMDbPro

"
717,722,To Be of Service,"$6,173","$6,173",100%,-,-,2019,"First RunSee full company information

","$1,904",,"November 1, 2019
            (Domestic)",,1 hr 28 min,Documentary,"See more details at IMDbPro

"
718,723,Relaxer,"$6,133","$6,133",100%,-,-,2019,"OscilloscopeSee full company information

",,,"March 29, 2019
            (Domestic)",,1 hr 31 min,"Comedy
    
        Fantasy
    
        Horror","See more details at IMDbPro

"
719,724,Blood Widow,"$6,047","$6,047",100%,-,-,2019,"Indican PicturesSee full company information

",,,"August 4, 2019
            (Domestic)",,1 hr 34 min,"Horror
    
        Mystery
    
        Thriller","See more details at IMDbPro

"
720,725,Human Nature,"$5,834","$5,487",94.1%,$347,5.9%,2019,"Greenwich EntertainmentSee full company information

","$5,294",,"December 6, 2019
            (United Kingdom)",,1 hr 35 min,Documentary,"See more details at IMDbPro

"
721,726,Love Goes Public,"$5,700","$5,700",100%,-,-,2019,"Aspiration EntertainmentSee full company information

","$5,700",,"October 25, 2019
            (Domestic)",,1 hr 8 min,Documentary,"See more details at IMDbPro

"
722,727,Série noire,"$5,633","$5,633",100%,-,-,2019,"Rialto PicturesSee full company information

","$2,088",,"September 27, 2019
            (Domestic)",,1 hr 51 min,"Crime
    
        Drama","See more details at IMDbPro

"
723,728,The Miracle of the Little Prince,"$5,553","$5,553",100%,-,-,2019,"Film MovementSee full company information

","$2,643",,"August 28, 2019
            (Domestic)",,1 hr 29 min,Documentary,"See more details at IMDbPro

"
724,729,Chokehold,"$5,200","$5,200",100%,-,-,2019,"Ammo ContentSee full company information

","$5,200",,"March 1, 2019
            (Domestic)",,1 hr 38 min,"Action
    
        Crime
    
        Drama","See more details at IMDbPro

"
725,730,The Gliksmans,"$5,166","$5,166",100%,-,-,2019,"Indican PicturesSee full company information

","$2,922",,"September 27, 2019
            (Domestic)",,1 hr 12 min,Comedy,"See more details at IMDbPro

"
726,731,100 Acres of Hell,"$5,152","$5,152",100%,-,-,2019,"Indican PicturesSee full company information

",$997,,"October 11, 2019
            (Domestic)",,1 hr 25 min,"Action
    
        Crime
    
        Horror
    
        Mystery
    
        Thriller","See more details at IMDbPro

"
727,732,Body at Brighton Rock,"$5,123","$5,123",100%,-,-,2019,"Magnolia PicturesSee full company information

","$1,732",,"April 26, 2019
            (Domestic)",R,1 hr 27 min,"Horror
    
        Mystery
    
        Thriller","See more details at IMDbPro

"
728,733,Chulas Fronteras,"$5,021","$5,021",100%,-,-,2019,"Argot PicturesSee full company information

","$3,548",,"June 28, 2019
            (Domestic)",,58 min,"Documentary
    
        Music","See more details at IMDbPro

"
729,734,The Garden,"$5,006","$5,006",100%,-,-,2019,"Kino LorberSee full company information

","$1,141",,"May 29, 2019
            (Domestic)",,1 hr 32 min,Drama,"See more details at IMDbPro

"
730,735,Malek,"$4,898","$4,898",100%,-,-,2019,"Entertainment OneSee full company information

","$2,226",,"January 18, 2019
            (Domestic)",,1 hr 35 min,Drama,"See more details at IMDbPro

"
731,736,Crepitus,"$4,846","$4,846",100%,-,-,2019,"Indican PicturesSee full company information

","$1,790",,"October 31, 2019
            (Domestic)",,1 hr 23 min,Horror,"See more details at IMDbPro

"
732,737,Ballet Blanc,"$4,832","$4,832",100%,-,-,2019,"Indican PicturesSee full company information

","$1,894",,"November 8, 2019
            (Domestic)",,1 hr 29 min,"Drama
    
        Horror
    
        Mystery","See more details at IMDbPro

"
733,738,I'm Leaving Now,"$4,488","$4,488",100%,-,-,2019,"The Cinema GuildSee full company information

","$1,255",,"September 6, 2019
            (Domestic)",,1 hr 14 min,Documentary,"See more details at IMDbPro

"
734,739,SGT. Will Gardner,"$4,405","$4,405",100%,-,-,2019,"Cinedigm Entertainment GroupSee full company information

",,,"January 11, 2019
            (Domestic)",,2 hr 5 min,"Action
    
        Adventure
    
        Drama
    
        War","See more details at IMDbPro

"
735,740,Tito and the Birds,"$4,332","$4,332",100%,-,-,2019,"Shout! FactorySee full company information

",,,"January 25, 2019
            (Domestic)",,1 hr 13 min,"Action
    
        Animation
    
        Drama
    
        Family
    
        Fantasy
    
        Sci-Fi","See more details at IMDbPro

"
736,741,The Fate of Lee Khan,"$4,295","$4,295",100%,-,-,2019,"Film MovementSee full company information

","$1,648",,"April 5, 2019
            (Domestic)",,1 hr 45 min,"Action
    
        Drama","See more details at IMDbPro

"
737,742,State Like Sleep,"$4,282","$4,282",100%,-,-,2019,"The OrchardSee full company information

","$2,813",,"January 4, 2019
            (Domestic)",,1 hr 44 min,Drama,"See more details at IMDbPro

"
738,743,Chinese Portrait,"$4,140","$4,140",100%,-,-,2019,"The Cinema GuildSee full company information

",$546,,"December 13, 2019
            (Domestic)",,1 hr 19 min,Documentary,"See more details at IMDbPro

"
739,744,La Flor,"$4,032","$4,032",100%,-,-,2019,"Grasshopper FilmSee full company information

","$2,308",,"August 9, 2019
            (Domestic)",,13 hr 28 min,"Drama
    
        Fantasy
    
        Musical
    
        Mystery
    
        Romance
    
        Thriller","See more details at IMDbPro

"
740,745,Mother of a Day,"$3,919","$3,919",100%,-,-,2019,"Sumbadhat ProductionsSee full company information

","$2,672",,"May 4, 2019
            (Domestic)",,1 hr 15 min,Family,"See more details at IMDbPro

"
741,746,Crown Vic,"$3,868","$3,868",100%,-,-,2019,"Screen Media FilmsSee full company information

","$2,468",,"November 8, 2019
            (Domestic)",R,1 hr 50 min,"Action
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller","See more details at IMDbPro

"
742,747,Wallflower,"$3,801","$3,801",100%,-,-,2019,Passion River,"$2,378",,"October 4, 2019
            (Domestic)",,1 hr 24 min,"Crime
    
        Drama
    
        Music","See more details at IMDbPro

"
743,748,The Wandering Soap Opera,"$3,624","$3,624",100%,-,-,2019,"The Cinema GuildSee full company information

",$512,,"May 17, 2019
            (Domestic)",,1 hr 20 min,"Comedy
    
        Drama
    
        Fantasy","See more details at IMDbPro

"
744,749,Rottentail,"$3,383","$3,383",100%,-,-,2019,"Ammo ContentSee full company information

","$2,256",,"April 12, 2019
            (Domestic)",,1 hr 46 min,"Comedy
    
        Horror","See more details at IMDbPro

"
745,750,Chasing Portraits,"$3,076","$3,076",100%,-,-,2019,"First RunSee full company information

","$1,708",,"April 26, 2019
            (Domestic)",,1 hr 18 min,"Documentary
    
        History","See more details at IMDbPro

"
746,751,Back to the Fatherland,"$2,697","$2,697",100%,-,-,2019,"First RunSee full company information

","$1,312",,"June 14, 2019
            (Domestic)",,1 hr 17 min,Documentary,"See more details at IMDbPro

"
747,752,Division 19,"$2,680","$1,699",63.4%,$981,36.6%,2019,Uncork'd Entertainment,,,"April 5, 2019
            (Domestic)",,1 hr 33 min,"Action
    
        Sci-Fi
    
        Thriller","See more details at IMDbPro

"
748,753,Joan the Maid 1: The Battles,"$2,562","$2,562",100%,-,-,2019,"Cohen Media GroupSee full company information

","$1,229",,"August 2, 2019
            (Domestic)",,2 hr 40 min,"Biography
    
        Drama
    
        History
    
        War","See more details at IMDbPro

"
